,cell_id,x,y,type,color
0,170808,19886,9330,5,#86cfa5
1,170916,19889,9356,5,#86cfa5
2,170934,19895,9306,5,#86cfa5
3,171024,19912,9110,0,#dd4a4c
4,171025,19907,9187,5,#86cfa5
5,171102,19913,9242,5,#86cfa5
6,171143,19926,9134,0,#dd4a4c
7,171161,19922,9305,5,#86cfa5
8,171233,19928,9210,5,#86cfa5
9,171256,19927,9172,0,#dd4a4c
10,171289,19941,9116,5,#86cfa5
11,171303,19939,9609,5,#86cfa5
12,171348,19951,9421,5,#86cfa5
13,171388,19959,9334,5,#86cfa5
14,171402,19956,9319,5,#86cfa5
15,171417,19951,9532,5,#86cfa5
16,171428,19960,9130,5,#86cfa5
17,171489,19967,9104,5,#86cfa5
18,171490,19974,9188,5,#86cfa5
19,171491,19961,9590,5,#86cfa5
20,171521,19967,9459,5,#86cfa5
21,171533,19975,8933,5,#86cfa5
22,171534,19976,9056,5,#86cfa5
23,171553,19978,9009,5,#86cfa5
24,171554,19977,9238,5,#86cfa5
25,171555,19971,9500,5,#86cfa5
26,171574,19980,9341,5,#86cfa5
27,171581,19983,9540,5,#86cfa5
28,171608,19992,9277,5,#86cfa5
29,171655,20000,9102,5,#86cfa5
30,171663,19992,9046,5,#86cfa5
31,171670,19998,9364,0,#dd4a4c
32,171700,19996,9477,5,#86cfa5
33,171716,20007,9172,0,#dd4a4c
34,171725,20001,9320,5,#86cfa5
35,171770,20016,8789,5,#86cfa5
36,171771,20010,9439,5,#86cfa5
37,171791,20007,8738,5,#86cfa5
38,171805,20018,8903,5,#86cfa5
39,171838,20003,8977,5,#86cfa5
40,171839,20014,9288,0,#dd4a4c
41,171880,20025,9087,0,#dd4a4c
42,171940,20032,8888,5,#86cfa5
43,171967,20040,9397,0,#dd4a4c
44,171982,20031,8727,0,#dd4a4c
45,171983,20040,9219,0,#dd4a4c
46,172008,20040,8751,5,#86cfa5
47,172013,20036,9352,0,#dd4a4c
48,172036,20048,9248,0,#dd4a4c
49,172041,20040,9002,5,#86cfa5
50,172047,20039,9453,0,#dd4a4c
51,172064,20055,8768,0,#dd4a4c
52,172085,20053,9422,0,#dd4a4c
53,172118,20072,9208,0,#dd4a4c
54,172119,20056,9321,0,#dd4a4c
55,172129,20044,9556,0,#dd4a4c
56,172137,20052,9120,0,#dd4a4c
57,172142,20061,9594,0,#dd4a4c
58,172181,20058,9532,0,#dd4a4c
59,172185,20063,9269,0,#dd4a4c
60,172200,20063,8872,5,#86cfa5
61,172201,20065,9055,0,#dd4a4c
62,172230,20070,8985,0,#dd4a4c
63,172231,20066,9172,0,#dd4a4c
64,172233,20068,9299,0,#dd4a4c
65,172247,20083,8730,5,#86cfa5
66,172253,20078,9093,0,#dd4a4c
67,172264,20080,8779,5,#86cfa5
68,172299,20075,8836,5,#86cfa5
69,172300,20082,8908,5,#86cfa5
70,172301,20093,8963,0,#dd4a4c
71,172302,20081,9238,0,#dd4a4c
72,172303,20065,9368,0,#dd4a4c
73,172318,20077,9572,0,#dd4a4c
74,172336,20081,8673,5,#86cfa5
75,172341,20080,9405,0,#dd4a4c
76,172342,20089,9491,0,#dd4a4c
77,172370,20087,9531,0,#dd4a4c
78,172383,20084,9018,0,#dd4a4c
79,172385,20084,9451,0,#dd4a4c
80,172392,20093,9643,5,#86cfa5
81,172399,20100,8854,0,#dd4a4c
82,172418,20098,8810,0,#dd4a4c
83,172419,20082,9348,0,#dd4a4c
84,172433,20097,9590,5,#86cfa5
85,172439,20105,8911,0,#dd4a4c
86,172440,20097,9060,0,#dd4a4c
87,172460,20098,9165,0,#dd4a4c
88,172467,20106,8634,5,#86cfa5
89,172468,20099,9223,0,#dd4a4c
90,172502,20108,9037,0,#dd4a4c
91,172506,20100,9306,0,#dd4a4c
92,172518,20119,9102,0,#dd4a4c
93,172519,20104,9283,0,#dd4a4c
94,172531,20119,9531,0,#dd4a4c
95,172551,20113,9124,0,#dd4a4c
96,172563,20118,9569,0,#dd4a4c
97,172573,20118,9426,0,#dd4a4c
98,172574,20124,9457,0,#dd4a4c
99,172575,20120,9602,0,#dd4a4c
100,172585,20132,8951,0,#dd4a4c
101,172593,20116,9002,0,#dd4a4c
102,172617,20122,9077,0,#dd4a4c
103,172618,20125,9472,0,#dd4a4c
104,172643,20130,9673,0,#dd4a4c
105,172668,20140,9012,0,#dd4a4c
106,172669,20141,9622,0,#dd4a4c
107,172684,20131,9264,0,#dd4a4c
108,172694,20118,9191,0,#dd4a4c
109,172695,20127,9398,5,#86cfa5
110,172708,20132,8710,5,#86cfa5
111,172738,20138,9155,0,#dd4a4c
112,172741,20128,9315,0,#dd4a4c
113,172747,20144,8607,5,#86cfa5
114,172754,20141,9494,0,#dd4a4c
115,172784,20139,8635,0,#dd4a4c
116,172785,20131,9375,0,#dd4a4c
117,172803,20152,8976,0,#dd4a4c
118,172804,20149,9510,5,#86cfa5
119,172817,20158,8905,0,#dd4a4c
120,172818,20142,9244,0,#dd4a4c
121,172819,20145,9533,0,#dd4a4c
122,172820,20147,9831,5,#86cfa5
123,172830,20130,8668,5,#86cfa5
124,172831,20156,8777,5,#86cfa5
125,172837,20149,9584,0,#dd4a4c
126,172843,20151,9198,0,#dd4a4c
127,172860,20147,9119,0,#dd4a4c
128,172861,20162,9558,0,#dd4a4c
129,172868,20154,9304,0,#dd4a4c
130,172874,20157,9075,0,#dd4a4c
131,172881,20152,8751,0,#dd4a4c
132,172887,20157,8832,0,#dd4a4c
133,172895,20156,9034,0,#dd4a4c
134,172903,20157,9096,0,#dd4a4c
135,172919,20165,9633,0,#dd4a4c
136,172928,20178,9128,0,#dd4a4c
137,172950,20165,9828,5,#86cfa5
138,172955,20168,8808,0,#dd4a4c
139,172963,20171,8656,5,#86cfa5
140,172968,20165,9380,0,#dd4a4c
141,172975,20169,9015,0,#dd4a4c
142,172976,20164,9225,0,#dd4a4c
143,172987,20177,8684,0,#dd4a4c
144,172996,20173,9155,0,#dd4a4c
145,172997,20177,9473,0,#dd4a4c
146,173024,20184,9450,0,#dd4a4c
147,173025,20173,9537,0,#dd4a4c
148,173030,20207,9668,0,#dd4a4c
149,173037,20175,8975,0,#dd4a4c
150,173038,20174,9251,0,#dd4a4c
151,173039,20177,9572,0,#dd4a4c
152,173046,20170,9272,0,#dd4a4c
153,173047,20171,9331,0,#dd4a4c
154,173055,20177,9178,0,#dd4a4c
155,173071,20183,9684,0,#dd4a4c
156,173080,20187,8912,0,#dd4a4c
157,173087,20181,9043,0,#dd4a4c
158,173088,20188,9087,0,#dd4a4c
159,173097,20183,9104,0,#dd4a4c
160,173098,20189,9350,0,#dd4a4c
161,173104,20180,8725,0,#dd4a4c
162,173113,20193,8638,5,#86cfa5
163,173131,20200,8956,0,#dd4a4c
164,173141,20202,8997,0,#dd4a4c
165,173142,20187,9616,0,#dd4a4c
166,173161,20192,9199,0,#dd4a4c
167,173183,20203,9639,0,#dd4a4c
168,173184,20195,9703,0,#dd4a4c
169,173193,20197,9500,0,#dd4a4c
170,173200,20207,8785,0,#dd4a4c
171,173209,20215,9073,0,#dd4a4c
172,173216,20209,9292,0,#dd4a4c
173,173221,20193,9525,0,#dd4a4c
174,173244,20198,8813,0,#dd4a4c
175,173245,20210,9248,0,#dd4a4c
176,173258,20205,8557,5,#86cfa5
177,173259,20200,9330,0,#dd4a4c
178,173268,20192,8867,0,#dd4a4c
179,173269,20209,9044,0,#dd4a4c
180,173270,20209,9175,0,#dd4a4c
181,173271,20193,9230,0,#dd4a4c
182,173272,20208,9422,0,#dd4a4c
183,173274,20206,9743,0,#dd4a4c
184,173292,20215,8585,0,#dd4a4c
185,173293,20211,9106,0,#dd4a4c
186,173294,20198,9587,0,#dd4a4c
187,173301,20232,8616,0,#dd4a4c
188,173337,20220,8660,5,#86cfa5
189,173348,20225,8739,5,#86cfa5
190,173349,20222,9703,0,#dd4a4c
191,173358,20231,9274,0,#dd4a4c
192,173359,20220,9506,0,#dd4a4c
193,173374,20230,8778,0,#dd4a4c
194,173375,20233,8888,5,#86cfa5
195,173376,20213,9475,0,#dd4a4c
196,173391,20220,8801,5,#86cfa5
197,173392,20224,8866,0,#dd4a4c
198,173393,20222,9376,0,#dd4a4c
199,173400,20217,8695,0,#dd4a4c
200,173402,20233,8904,0,#dd4a4c
201,173403,20222,9411,0,#dd4a4c
202,173406,20230,9202,0,#dd4a4c
203,173407,20230,9302,0,#dd4a4c
204,173415,20233,8569,5,#86cfa5
205,173423,20225,9344,0,#dd4a4c
206,173428,20236,8813,5,#86cfa5
207,173454,20225,9011,0,#dd4a4c
208,173455,20235,9043,0,#dd4a4c
209,173456,20235,9449,0,#dd4a4c
210,173459,20235,9689,0,#dd4a4c
211,173460,20236,9737,0,#dd4a4c
212,173479,20239,9178,5,#86cfa5
213,173480,20247,9251,0,#dd4a4c
214,173481,20236,9630,0,#dd4a4c
215,173517,20232,9098,0,#dd4a4c
216,173518,20248,9475,0,#dd4a4c
217,173525,20247,9774,5,#86cfa5
218,173528,20247,8640,0,#dd4a4c
219,173536,20237,8945,0,#dd4a4c
220,173537,20253,9555,0,#dd4a4c
221,173547,20248,8713,5,#86cfa5
222,173549,20245,9218,0,#dd4a4c
223,173550,20251,9317,0,#dd4a4c
224,173562,20262,9510,0,#dd4a4c
225,173563,20231,9572,0,#dd4a4c
226,173569,20247,8969,0,#dd4a4c
227,173570,20247,9082,5,#86cfa5
228,173578,20256,8761,0,#dd4a4c
229,173579,20253,9286,0,#dd4a4c
230,173596,20254,8872,0,#dd4a4c
231,173597,20230,9142,0,#dd4a4c
232,173606,20251,9440,0,#dd4a4c
233,173607,20262,9719,0,#dd4a4c
234,173609,20283,8542,0,#dd4a4c
235,173617,20250,8549,5,#86cfa5
236,173622,20261,8471,0,#dd4a4c
237,173623,20245,9387,0,#dd4a4c
238,173627,20266,8918,0,#dd4a4c
239,173638,20261,8816,0,#dd4a4c
240,173653,20263,9533,0,#dd4a4c
241,173661,20269,8497,0,#dd4a4c
242,173662,20280,8855,0,#dd4a4c
243,173669,20263,8667,5,#86cfa5
244,173671,20271,9495,0,#dd4a4c
245,173685,20270,8578,5,#86cfa5
246,173686,20272,9578,0,#dd4a4c
247,173694,20266,9647,0,#dd4a4c
248,173715,20274,9746,0,#dd4a4c
249,173717,20273,8704,0,#dd4a4c
250,173718,20272,8787,0,#dd4a4c
251,173725,20274,8453,0,#dd4a4c
252,173726,20281,8603,5,#86cfa5
253,173743,20284,8808,0,#dd4a4c
254,173757,20276,9671,0,#dd4a4c
255,173765,20285,9420,0,#dd4a4c
256,173781,20286,8953,0,#dd4a4c
257,173782,20273,8996,0,#dd4a4c
258,173789,20279,9444,0,#dd4a4c
259,173792,20286,8840,5,#86cfa5
260,173800,20291,8692,0,#dd4a4c
261,173804,20295,9719,0,#dd4a4c
262,173810,20308,8648,0,#dd4a4c
263,173812,20294,9594,0,#dd4a4c
264,173827,20288,9637,0,#dd4a4c
265,173833,20293,9474,5,#86cfa5
266,173842,20282,8523,0,#dd4a4c
267,173854,20311,8708,0,#dd4a4c
268,173864,20310,8630,0,#dd4a4c
269,173871,20294,8434,0,#dd4a4c
270,173872,20302,8459,0,#dd4a4c
271,173882,20296,9746,0,#dd4a4c
272,173900,20301,8587,0,#dd4a4c
273,173901,20294,9569,0,#dd4a4c
274,173919,20311,8566,0,#dd4a4c
275,173920,20311,8788,0,#dd4a4c
276,173927,20303,8749,0,#dd4a4c
277,173928,20309,9614,0,#dd4a4c
278,173933,20310,9475,5,#86cfa5
279,173944,20307,9699,0,#dd4a4c
280,173952,20317,8534,0,#dd4a4c
281,173956,20321,9635,0,#dd4a4c
282,173968,20318,8767,5,#86cfa5
283,173976,20296,8882,0,#dd4a4c
284,173979,20315,8915,0,#dd4a4c
285,173980,20316,9662,0,#dd4a4c
286,173987,20306,8731,0,#dd4a4c
287,173992,20323,9756,4,#d6ee9b
288,174002,20333,9687,0,#dd4a4c
289,174023,20325,9520,0,#dd4a4c
290,174037,20327,8472,5,#86cfa5
291,174048,20335,8492,0,#dd4a4c
292,174056,20314,9492,0,#dd4a4c
293,174061,20332,8696,5,#86cfa5
294,174073,20325,8861,0,#dd4a4c
295,174087,20335,8613,0,#dd4a4c
296,174089,20357,9667,0,#dd4a4c
297,174103,20337,8586,0,#dd4a4c
298,174106,20336,9554,0,#dd4a4c
299,174107,20323,9578,0,#dd4a4c
300,174146,20360,8738,0,#dd4a4c
301,174147,20355,9721,0,#dd4a4c
302,174150,20350,9874,5,#86cfa5
303,174161,20354,9750,0,#dd4a4c
304,174170,20342,8817,0,#dd4a4c
305,174187,20374,9797,0,#dd4a4c
306,174197,20357,9539,5,#86cfa5
307,174213,20353,8788,5,#86cfa5
308,174227,20362,8679,0,#dd4a4c
309,174247,20382,8623,0,#dd4a4c
310,174265,20362,8709,0,#dd4a4c
311,174282,20378,8587,0,#dd4a4c
312,174297,20366,9571,0,#dd4a4c
313,174311,20371,8648,0,#dd4a4c
314,174319,20376,8499,0,#dd4a4c
315,174325,20383,9555,0,#dd4a4c
316,174338,20379,8809,0,#dd4a4c
317,174358,20385,9639,0,#dd4a4c
318,174394,20399,9669,0,#dd4a4c
319,174420,20386,8609,0,#dd4a4c
320,174425,20401,8725,5,#86cfa5
321,174430,20401,9606,0,#dd4a4c
322,174451,20386,9695,0,#dd4a4c
323,174452,20404,9838,5,#86cfa5
324,174460,20403,9635,0,#dd4a4c
325,174484,20400,9783,0,#dd4a4c
326,174490,20419,9814,2,#fed481
327,174498,20401,9734,0,#dd4a4c
328,174507,20412,8658,0,#dd4a4c
329,174528,20408,8550,0,#dd4a4c
330,174547,20423,9610,0,#dd4a4c
331,174558,20425,9647,0,#dd4a4c
332,174590,20418,8759,0,#dd4a4c
333,174591,20421,9703,0,#dd4a4c
334,174653,20446,9632,0,#dd4a4c
335,174654,20433,9743,0,#dd4a4c
336,174655,20426,9770,0,#dd4a4c
337,174664,20450,9664,0,#dd4a4c
338,174676,20414,8709,0,#dd4a4c
339,174681,20451,9600,0,#dd4a4c
340,174688,20433,8692,0,#dd4a4c
341,174705,20453,9845,5,#86cfa5
342,174727,20463,9714,0,#dd4a4c
343,174749,20449,8586,0,#dd4a4c
344,174758,20453,8670,0,#dd4a4c
345,174760,20463,8635,0,#dd4a4c
346,174774,20461,9747,0,#dd4a4c
347,174791,20471,9676,0,#dd4a4c
348,174824,20478,9793,0,#dd4a4c
349,174831,20478,9821,2,#fed481
350,174840,20477,8605,0,#dd4a4c
351,174844,20478,9615,0,#dd4a4c
352,174848,20475,9635,0,#dd4a4c
353,174849,20495,9704,0,#dd4a4c
354,174880,20499,9737,0,#dd4a4c
355,174887,20484,8575,0,#dd4a4c
356,174936,20492,9775,0,#dd4a4c
357,174937,20500,9860,5,#86cfa5
358,174949,20508,9785,0,#dd4a4c
359,174956,20505,9646,0,#dd4a4c
360,175032,20516,9863,5,#86cfa5
361,175047,20512,9816,0,#dd4a4c
362,175072,20528,9755,0,#dd4a4c
363,175076,20524,9797,0,#dd4a4c
364,175082,20525,9725,0,#dd4a4c
365,175093,20523,8566,0,#dd4a4c
366,175120,20537,9693,0,#dd4a4c
367,175135,20538,9598,0,#dd4a4c
368,175144,20536,9634,0,#dd4a4c
369,175167,20553,9678,0,#dd4a4c
370,175171,20551,9870,5,#86cfa5
371,175174,20554,9770,0,#dd4a4c
372,175175,20553,9800,0,#dd4a4c
373,175210,20561,9587,5,#86cfa5
374,175221,20559,9632,0,#dd4a4c
375,175234,20571,9734,0,#dd4a4c
376,175252,20563,9845,4,#d6ee9b
377,175313,20583,9603,0,#dd4a4c
378,175319,20580,9659,0,#dd4a4c
379,175334,20587,9680,4,#d6ee9b
380,175361,20582,9817,2,#fed481
381,175368,20598,9629,0,#dd4a4c
382,175388,20607,9595,0,#dd4a4c
383,175436,20619,9563,0,#dd4a4c
384,175437,20596,9714,0,#dd4a4c
385,175460,20611,9784,0,#dd4a4c
386,175461,20613,9844,4,#d6ee9b
387,175484,20615,9762,0,#dd4a4c
388,175511,20622,9737,0,#dd4a4c
389,175516,20629,9671,0,#dd4a4c
390,175536,20630,9639,0,#dd4a4c
391,175547,20634,9718,0,#dd4a4c
392,175564,20638,9588,0,#dd4a4c
393,175565,20631,9821,0,#dd4a4c
394,175593,20658,9669,0,#dd4a4c
395,175613,20657,9644,0,#dd4a4c
396,175625,20654,9744,0,#dd4a4c
397,175629,20648,9711,0,#dd4a4c
398,175641,20666,9575,0,#dd4a4c
399,175647,20656,9612,0,#dd4a4c
400,175664,20660,9770,0,#dd4a4c
401,175709,20681,9655,0,#dd4a4c
402,175715,20671,9695,0,#dd4a4c
403,175716,20673,9808,0,#dd4a4c
404,175728,20677,9834,4,#d6ee9b
405,175729,20677,9866,5,#86cfa5
406,175737,20685,9586,0,#dd4a4c
407,175744,20678,9744,0,#dd4a4c
408,175810,20696,9716,0,#dd4a4c
409,175813,20699,9614,0,#dd4a4c
410,175814,20703,9796,4,#d6ee9b
411,175841,20709,9593,0,#dd4a4c
412,175865,20725,9744,0,#dd4a4c
413,175866,20714,9573,0,#dd4a4c
414,175874,20707,9831,5,#86cfa5
415,175884,20715,9661,0,#dd4a4c
416,175885,20715,9858,5,#86cfa5
417,175914,20725,9712,0,#dd4a4c
418,175915,20729,9809,4,#d6ee9b
419,175955,20735,9647,0,#dd4a4c
420,175971,20738,9698,0,#dd4a4c
421,175976,20748,9620,0,#dd4a4c
422,175990,20741,9849,5,#86cfa5
423,176000,20745,9575,0,#dd4a4c
424,176032,20720,9780,2,#fed481
425,176042,20740,9588,0,#dd4a4c
426,176043,20762,9752,5,#86cfa5
427,176080,20761,9694,0,#dd4a4c
428,176083,20756,9674,0,#dd4a4c
429,176093,20774,9717,0,#dd4a4c
430,176100,20780,9832,5,#86cfa5
431,176130,20784,9648,0,#dd4a4c
432,176131,20776,9771,0,#dd4a4c
433,176137,20776,9576,0,#dd4a4c
434,176164,20770,9811,4,#d6ee9b
435,176216,20808,9628,0,#dd4a4c
436,176217,20798,9739,0,#dd4a4c
437,176234,20803,9815,0,#dd4a4c
438,176241,20797,9572,0,#dd4a4c
439,176244,20811,9556,0,#dd4a4c
440,176256,20803,9786,0,#dd4a4c
441,176264,20810,9683,0,#dd4a4c
442,176309,20815,9707,0,#dd4a4c
443,176310,20818,9756,0,#dd4a4c
444,176312,20821,9987,5,#86cfa5
445,176334,20824,9673,0,#dd4a4c
446,176336,20833,9557,4,#d6ee9b
447,176341,20817,9594,0,#dd4a4c
448,176345,20835,9615,5,#86cfa5
449,176387,20842,9786,0,#dd4a4c
450,176405,20837,9702,0,#dd4a4c
451,176406,20849,9835,5,#86cfa5
452,176414,20848,9532,0,#dd4a4c
453,176452,20855,9736,0,#dd4a4c
454,176468,20860,9505,5,#86cfa5
455,176491,20861,9653,0,#dd4a4c
456,176499,20874,9535,0,#dd4a4c
457,176503,20867,9608,0,#dd4a4c
458,176504,20874,9846,5,#86cfa5
459,176524,20870,9581,0,#dd4a4c
460,176531,20865,9711,0,#dd4a4c
461,176556,20880,9677,0,#dd4a4c
462,176558,20878,9475,0,#dd4a4c
463,176562,20873,9787,4,#d6ee9b
464,176579,20892,9634,0,#dd4a4c
465,176594,20907,9734,4,#d6ee9b
466,176608,20906,9596,0,#dd4a4c
467,176616,20899,9528,4,#d6ee9b
468,176617,20898,9855,5,#86cfa5
469,176630,20902,9571,0,#dd4a4c
470,176634,20904,9659,0,#dd4a4c
471,176637,20918,9513,0,#dd4a4c
472,176644,20904,9699,0,#dd4a4c
473,176646,20895,9979,4,#d6ee9b
474,176681,20908,9545,0,#dd4a4c
475,176684,20927,9668,0,#dd4a4c
476,176690,20925,9562,0,#dd4a4c
477,176693,20920,9633,0,#dd4a4c
478,176738,20931,9753,4,#d6ee9b
479,176744,20933,9838,0,#dd4a4c
480,176759,20945,9513,0,#dd4a4c
481,176763,20936,9718,2,#fed481
482,176771,20950,9807,5,#86cfa5
483,176790,20948,9557,0,#dd4a4c
484,176796,20942,9613,0,#dd4a4c
485,176797,20963,9635,0,#dd4a4c
486,176801,20955,9485,5,#86cfa5
487,176806,20951,9532,5,#86cfa5
488,176848,20980,9554,0,#dd4a4c
489,176862,20972,9479,4,#d6ee9b
490,176878,20994,9462,0,#dd4a4c
491,176887,20969,9696,4,#d6ee9b
492,176890,20976,9510,0,#dd4a4c
493,176894,20977,9745,0,#dd4a4c
494,176905,21003,9543,0,#dd4a4c
495,176913,20975,9577,0,#dd4a4c
496,176952,21007,9570,0,#dd4a4c
497,176953,20999,9777,5,#86cfa5
498,176958,21001,9689,4,#d6ee9b
499,176962,21006,9520,0,#dd4a4c
500,176974,20996,9663,0,#dd4a4c
501,176980,21008,9736,4,#d6ee9b
502,176987,21005,9480,5,#86cfa5
503,176991,21016,9640,0,#dd4a4c
504,176996,21005,9599,0,#dd4a4c
505,177002,21014,9834,5,#86cfa5
506,177013,21019,9767,5,#86cfa5
507,177045,21032,9482,0,#dd4a4c
508,177046,21030,9553,0,#dd4a4c
509,177052,21034,9611,0,#dd4a4c
510,177066,21027,9705,4,#d6ee9b
511,177074,21028,9682,4,#d6ee9b
512,177090,21037,9659,0,#dd4a4c
513,177101,21053,9639,0,#dd4a4c
514,177110,21049,9720,4,#d6ee9b
515,177121,21049,9443,0,#dd4a4c
516,177138,21046,9513,0,#dd4a4c
517,177151,21065,9389,0,#dd4a4c
518,177155,21061,9475,0,#dd4a4c
519,177160,21055,9567,0,#dd4a4c
520,177161,21062,9687,4,#d6ee9b
521,177182,21079,9501,0,#dd4a4c
522,177183,21062,9663,4,#d6ee9b
523,177218,21080,9432,0,#dd4a4c
524,177219,21066,9599,0,#dd4a4c
525,177231,21092,9696,4,#d6ee9b
526,177237,21076,9737,5,#86cfa5
527,177250,21085,9539,4,#d6ee9b
528,177251,21080,9837,5,#86cfa5
529,177257,21095,9376,0,#dd4a4c
530,177258,21110,9577,0,#dd4a4c
531,177259,21093,9805,5,#86cfa5
532,177269,21090,9522,0,#dd4a4c
533,177277,21089,9639,2,#fed481
534,177293,21107,9407,0,#dd4a4c
535,177296,21100,9556,0,#dd4a4c
536,177309,21106,9436,4,#d6ee9b
537,177312,21115,9336,0,#dd4a4c
538,177320,21109,9467,0,#dd4a4c
539,177321,21122,9599,0,#dd4a4c
540,177336,21120,9959,5,#86cfa5
541,177343,21116,9505,4,#d6ee9b
542,177345,21112,9878,5,#86cfa5
543,177352,21114,9623,4,#d6ee9b
544,177355,21127,9560,4,#d6ee9b
545,177370,21130,9417,0,#dd4a4c
546,177382,21146,9354,0,#dd4a4c
547,177386,21137,9541,4,#d6ee9b
548,177389,21142,9334,4,#d6ee9b
549,177402,21137,9314,4,#d6ee9b
550,177403,21133,9473,0,#dd4a4c
551,177404,21136,9670,5,#86cfa5
552,177408,21146,9624,4,#d6ee9b
553,177425,21151,9393,0,#dd4a4c
554,177429,21152,9528,5,#86cfa5
555,177435,21143,9509,0,#dd4a4c
556,177446,21154,9556,4,#d6ee9b
557,177448,21159,9303,0,#dd4a4c
558,177453,21165,9654,2,#fed481
559,177471,21167,9443,5,#86cfa5
560,177481,21172,9328,4,#d6ee9b
561,177490,21167,9492,0,#dd4a4c
562,177491,21171,9564,4,#d6ee9b
563,177511,21175,9284,0,#dd4a4c
564,177514,21184,9510,0,#dd4a4c
565,177515,21186,9961,5,#86cfa5
566,177522,21201,9256,0,#dd4a4c
567,177527,21180,9375,0,#dd4a4c
568,177532,21191,9313,0,#dd4a4c
569,177542,21193,9350,4,#d6ee9b
570,177545,21213,5475,2,#fed481
571,177550,21207,9217,4,#d6ee9b
572,177565,21205,9534,5,#86cfa5
573,177569,21211,9276,4,#d6ee9b
574,177570,21209,9460,5,#86cfa5
575,177574,21209,9517,4,#d6ee9b
576,177579,21209,9392,0,#dd4a4c
577,177582,21203,9412,0,#dd4a4c
578,177594,21210,9641,4,#d6ee9b
579,177597,21211,9610,4,#d6ee9b
580,177600,21225,9883,5,#86cfa5
581,177604,21230,5598,5,#86cfa5
582,177607,21237,10061,5,#86cfa5
583,177608,21237,5554,2,#fed481
584,177612,21216,5581,0,#dd4a4c
585,177613,21228,9542,4,#d6ee9b
586,177617,21216,5422,2,#fed481
587,177620,21231,9194,0,#dd4a4c
588,177635,21228,9364,0,#dd4a4c
589,177642,21229,9466,0,#dd4a4c
590,177646,21247,9158,4,#d6ee9b
591,177648,21229,9660,5,#86cfa5
592,177652,21249,9419,0,#dd4a4c
593,177656,21234,9304,0,#dd4a4c
594,177660,21234,9222,4,#d6ee9b
595,177664,21244,9274,0,#dd4a4c
596,177665,21246,9621,5,#86cfa5
597,177666,21249,9454,4,#d6ee9b
598,177673,21255,9514,4,#d6ee9b
599,177681,21252,9341,0,#dd4a4c
600,177687,21276,9395,0,#dd4a4c
601,177699,21260,9191,0,#dd4a4c
602,177701,21262,5080,2,#fed481
603,177702,21260,10038,5,#86cfa5
604,177705,21265,5204,2,#fed481
605,177714,21263,9570,4,#d6ee9b
606,177720,21274,5404,2,#fed481
607,177721,21255,5423,2,#fed481
608,177722,21269,9272,0,#dd4a4c
