,cell_id,x,y,type,color
609,177731,21272,5312,2,#fed481
610,177734,21258,9591,2,#fed481
611,177736,21264,5502,2,#fed481
612,177737,21273,5605,4,#d6ee9b
613,177738,21265,9550,4,#d6ee9b
614,177739,21283,9143,4,#d6ee9b
615,177740,21265,9234,0,#dd4a4c
616,177743,21269,9488,2,#fed481
617,177744,21285,10007,5,#86cfa5
618,177748,21283,5540,2,#fed481
619,177749,21279,9212,4,#d6ee9b
620,177756,21268,9302,0,#dd4a4c
621,177757,21281,9829,5,#86cfa5
622,177764,21285,5462,2,#fed481
623,177765,21293,9336,5,#86cfa5
624,177770,21289,9168,4,#d6ee9b
625,177772,21301,5087,2,#fed481
626,177773,21279,9526,2,#fed481
627,177777,21300,5279,2,#fed481
628,177778,21283,9462,0,#dd4a4c
629,177784,21294,5234,2,#fed481
630,177786,21296,9273,4,#d6ee9b
631,177787,21291,9580,4,#d6ee9b
632,177789,21310,5174,2,#fed481
633,177790,21296,5576,2,#fed481
634,177791,21302,9122,0,#dd4a4c
635,177796,21308,5609,5,#86cfa5
636,177797,21300,9236,0,#dd4a4c
637,177800,21301,9374,0,#dd4a4c
638,177805,21303,9100,4,#d6ee9b
639,177816,21314,9511,5,#86cfa5
640,177818,21304,5501,2,#fed481
641,177820,21309,9543,4,#d6ee9b
642,177822,21318,5021,2,#fed481
643,177823,21310,5396,2,#fed481
644,177830,21323,5359,2,#fed481
645,177831,21313,9969,5,#86cfa5
646,177833,21322,9145,4,#d6ee9b
647,177834,21324,9317,4,#d6ee9b
648,177835,21331,5156,4,#d6ee9b
649,177836,21312,4903,2,#fed481
650,177837,21301,9183,0,#dd4a4c
651,177838,21316,9280,0,#dd4a4c
652,177840,21324,4755,2,#fed481
653,177846,21307,9795,5,#86cfa5
654,177847,21325,9864,5,#86cfa5
655,177849,21308,9398,4,#d6ee9b
656,177852,21319,9235,0,#dd4a4c
657,177857,21318,9463,4,#d6ee9b
658,177858,21332,9531,4,#d6ee9b
659,177862,21330,5107,2,#fed481
660,177863,21331,5490,2,#fed481
661,177868,21338,5527,2,#fed481
662,177869,21332,9380,4,#d6ee9b
663,177871,21332,9105,0,#dd4a4c
664,177872,21328,4814,2,#fed481
665,177878,21330,9945,5,#86cfa5
666,177880,21325,5228,2,#fed481
667,177882,21334,9478,4,#d6ee9b
668,177886,21333,9971,5,#86cfa5
669,177895,21360,5430,2,#fed481
670,177896,21346,9341,4,#d6ee9b
671,177903,21347,9282,0,#dd4a4c
672,177906,21343,4669,2,#fed481
673,177921,21356,5202,2,#fed481
674,177927,21364,9499,4,#d6ee9b
675,177937,21371,9096,4,#d6ee9b
676,177938,21357,9817,5,#86cfa5
677,177939,21361,9855,5,#86cfa5
678,177940,21368,9197,4,#d6ee9b
679,177942,21351,5295,2,#fed481
680,177943,21363,5463,2,#fed481
681,177948,21383,5101,2,#fed481
682,177951,21363,9396,4,#d6ee9b
683,177955,21358,9020,0,#dd4a4c
684,177957,21371,5579,2,#fed481
685,177958,21369,9289,0,#dd4a4c
686,177961,21381,9343,2,#fed481
687,177963,21365,5034,2,#fed481
688,177966,21365,9929,5,#86cfa5
689,177969,21376,5155,2,#fed481
690,177970,21370,9069,4,#d6ee9b
691,177972,21378,4722,2,#fed481
692,177976,21362,9446,2,#fed481
693,177978,21378,9154,4,#d6ee9b
694,177986,21379,9824,5,#86cfa5
695,177991,21386,9211,4,#d6ee9b
696,177993,21378,9235,4,#d6ee9b
697,177996,21393,9404,0,#dd4a4c
698,177997,21381,4955,2,#fed481
699,177998,21377,9124,4,#d6ee9b
700,178007,21371,5261,2,#fed481
701,178010,21381,4642,2,#fed481
702,178012,21386,4695,2,#fed481
703,178013,21385,5318,2,#fed481
704,178015,21385,9883,5,#86cfa5
705,178019,21393,9482,4,#d6ee9b
706,178026,21397,5493,2,#fed481
707,178027,21397,9097,0,#dd4a4c
708,178028,21410,5052,2,#fed481
709,178031,21392,5584,0,#dd4a4c
710,178036,21399,4673,2,#fed481
711,178037,21398,5287,2,#fed481
712,178039,21395,4828,2,#fed481
713,178040,21397,5412,2,#fed481
714,178043,21387,5531,2,#fed481
715,178044,21396,9440,4,#d6ee9b
716,178046,21420,9080,4,#d6ee9b
717,178049,21411,9298,4,#d6ee9b
718,178050,21417,9600,5,#86cfa5
719,178051,21403,9821,5,#86cfa5
720,178057,21412,8998,4,#d6ee9b
721,178058,21406,9778,5,#86cfa5
722,178059,21409,5139,2,#fed481
723,178065,21423,9049,4,#d6ee9b
724,178066,21397,9380,4,#d6ee9b
725,178068,21413,9205,4,#d6ee9b
726,178071,21423,5274,2,#fed481
727,178072,21418,9178,4,#d6ee9b
728,178074,21402,9020,4,#d6ee9b
729,178075,21410,5098,2,#fed481
730,178078,21410,9130,4,#d6ee9b
731,178079,21420,9404,2,#fed481
732,178086,21423,5533,6,#3d95b8
733,178091,21416,5613,2,#fed481
734,178093,21416,4711,2,#fed481
735,178096,21427,9758,5,#86cfa5
736,178097,21418,4648,2,#fed481
737,178102,21431,4851,2,#fed481
738,178104,21418,9331,4,#d6ee9b
739,178109,21413,9237,4,#d6ee9b
740,178110,21428,9288,4,#d6ee9b
741,178111,21423,9797,5,#86cfa5
742,178114,21437,5653,0,#dd4a4c
743,178116,21426,5014,2,#fed481
744,178120,21426,8938,4,#d6ee9b
745,178121,21417,5244,2,#fed481
746,178122,21429,5356,2,#fed481
747,178123,21435,9205,4,#d6ee9b
748,178130,21436,5143,2,#fed481
749,178131,21429,5386,2,#fed481
750,178133,21440,9822,5,#86cfa5
751,178141,21427,5204,2,#fed481
752,178143,21447,9024,4,#d6ee9b
753,178150,21441,4879,2,#fed481
754,178153,21449,9324,4,#d6ee9b
755,178159,21446,9738,5,#86cfa5
756,178162,21445,5497,2,#fed481
757,178164,21459,9104,4,#d6ee9b
758,178167,21438,5636,6,#3d95b8
759,178168,21449,8892,0,#dd4a4c
760,178169,21438,9427,4,#d6ee9b
761,178170,21449,4660,2,#fed481
762,178176,21450,9471,5,#86cfa5
763,178177,21460,4842,2,#fed481
764,178179,21463,9242,4,#d6ee9b
765,178180,21452,4713,2,#fed481
766,178188,21468,9084,4,#d6ee9b
767,178190,21456,9391,4,#d6ee9b
768,178194,21451,9158,4,#d6ee9b
769,178196,21451,4618,2,#fed481
770,178197,21460,5123,2,#fed481
771,178198,21450,9131,4,#d6ee9b
772,178199,21452,9680,5,#86cfa5
773,178201,21457,5161,2,#fed481
774,178204,21456,5471,2,#fed481
775,178206,21447,5441,2,#fed481
776,178213,21476,9283,2,#fed481
777,178214,21461,9767,5,#86cfa5
778,178216,21450,5583,2,#fed481
779,178217,21461,9512,5,#86cfa5
780,178218,21459,5616,6,#3d95b8
781,178219,21454,8984,4,#d6ee9b
782,178220,21473,9015,4,#d6ee9b
783,178221,21475,9188,4,#d6ee9b
784,178225,21475,4991,2,#fed481
785,178226,21469,5349,2,#fed481
786,178227,21467,9318,4,#d6ee9b
787,178228,21477,9421,4,#d6ee9b
788,178230,21470,9708,5,#86cfa5
789,178232,21468,5280,2,#fed481
790,178236,21474,9343,4,#d6ee9b
791,178239,21470,9373,4,#d6ee9b
792,178241,21470,5551,2,#fed481
793,178243,21462,9055,4,#d6ee9b
794,178248,21491,5078,2,#fed481
795,178251,21483,8879,0,#dd4a4c
796,178252,21470,9737,5,#86cfa5
797,178264,21477,5396,2,#fed481
798,178265,21482,5502,2,#fed481
799,178269,21507,5425,2,#fed481
800,178270,21487,5588,2,#fed481
801,178271,21479,5635,2,#fed481
802,178278,21499,9307,4,#d6ee9b
803,178280,21490,9068,4,#d6ee9b
804,178282,21486,9149,4,#d6ee9b
805,178283,21485,9634,5,#86cfa5
806,178284,21490,9216,4,#d6ee9b
807,178286,21495,4904,2,#fed481
808,178287,21500,4957,2,#fed481
809,178288,21489,4717,2,#fed481
810,178289,21503,5697,0,#dd4a4c
811,178290,21489,9107,4,#d6ee9b
812,178301,21483,9769,5,#86cfa5
813,178305,21490,5364,2,#fed481
814,178307,21501,8969,4,#d6ee9b
815,178312,21503,5516,2,#fed481
816,178313,21504,9352,4,#d6ee9b
817,178314,21502,8840,0,#dd4a4c
818,178316,21505,9741,5,#86cfa5
819,178319,21509,9184,2,#fed481
820,178323,21501,4794,2,#fed481
821,178324,21513,5315,2,#fed481
822,178325,21509,9005,4,#d6ee9b
823,178326,21508,9683,5,#86cfa5
824,178333,21507,4852,2,#fed481
825,178340,21525,5082,2,#fed481
826,178342,21523,5728,6,#3d95b8
827,178346,21502,9133,4,#d6ee9b
828,178351,21518,5578,0,#dd4a4c
829,178354,21516,5123,1,#f98e52
830,178356,21532,9232,2,#fed481
831,178357,21510,9257,4,#d6ee9b
832,178358,21518,5388,2,#fed481
833,178360,21525,5008,2,#fed481
834,178361,21520,9114,4,#d6ee9b
835,178363,21522,9293,4,#d6ee9b
836,178364,21509,5344,2,#fed481
837,178366,21528,5625,2,#fed481
838,178368,21516,4884,2,#fed481
839,178370,21536,5458,2,#fed481
840,178375,21508,5653,6,#3d95b8
841,178378,21526,5275,2,#fed481
842,178383,21545,8831,4,#d6ee9b
843,178389,21541,5747,6,#3d95b8
844,178395,21533,5053,2,#fed481
845,178397,21527,9715,5,#86cfa5
846,178398,21552,9076,4,#d6ee9b
847,178399,21559,9171,2,#fed481
848,178401,21530,4906,2,#fed481
849,178403,21531,9681,5,#86cfa5
850,178406,21541,9274,4,#d6ee9b
851,178409,21536,4975,2,#fed481
852,178413,21540,9627,5,#86cfa5
853,178418,21517,8899,0,#dd4a4c
854,178419,21543,8995,1,#f98e52
855,178423,21543,9018,4,#d6ee9b
856,178424,21540,5241,2,#fed481
857,178427,21547,4790,2,#fed481
858,178431,21546,9596,5,#86cfa5
859,178439,21557,9685,5,#86cfa5
860,178441,21568,4836,2,#fed481
861,178442,21555,5594,2,#fed481
862,178443,21541,5706,6,#3d95b8
863,178444,21555,8788,4,#d6ee9b
864,178445,21554,9207,4,#d6ee9b
865,178446,21561,4896,1,#f98e52
866,178448,21558,5027,2,#fed481
867,178450,21553,5178,5,#86cfa5
868,178451,21565,9643,5,#86cfa5
869,178458,21567,5078,2,#fed481
870,178459,21567,8817,4,#d6ee9b
871,178460,21544,9313,2,#fed481
872,178463,21573,8734,4,#d6ee9b
873,178464,21560,9146,4,#d6ee9b
874,178465,21556,4721,2,#fed481
875,178466,21563,5198,2,#fed481
876,178467,21553,4697,2,#fed481
877,178468,21569,5354,2,#fed481
878,178470,21555,5115,2,#fed481
879,178471,21573,5712,0,#dd4a4c
880,178473,21565,9065,4,#d6ee9b
881,178474,21572,9189,5,#86cfa5
882,178475,21568,9242,4,#d6ee9b
883,178476,21555,5491,2,#fed481
884,178477,21570,9368,5,#86cfa5
885,178478,21568,9457,4,#d6ee9b
886,178482,21553,4939,2,#fed481
887,178484,21576,9270,4,#d6ee9b
888,178488,21573,5434,6,#3d95b8
889,178489,21569,8872,0,#dd4a4c
890,178492,21581,9582,5,#86cfa5
891,178495,21580,8775,4,#d6ee9b
892,178496,21575,9085,4,#d6ee9b
893,178497,21578,9216,4,#d6ee9b
894,178500,21588,9121,4,#d6ee9b
895,178503,21575,5668,6,#3d95b8
896,178513,21581,5776,6,#3d95b8
897,178514,21583,8893,4,#d6ee9b
898,178517,21583,9330,5,#86cfa5
899,178518,21595,8755,4,#d6ee9b
900,178519,21600,9391,5,#86cfa5
901,178520,21578,9612,5,#86cfa5
902,178523,21565,8945,0,#dd4a4c
903,178525,21593,5577,2,#fed481
904,178529,21588,4765,2,#fed481
905,178530,21585,4901,2,#fed481
906,178535,21585,5022,2,#fed481
907,178540,21590,8984,2,#fed481
908,178546,21585,9048,2,#fed481
909,178551,21591,5607,1,#f98e52
910,178552,21599,8669,4,#d6ee9b
911,178554,21597,9257,4,#d6ee9b
912,178560,21588,9646,5,#86cfa5
913,178563,21596,5442,2,#fed481
914,178564,21586,9506,5,#86cfa5
915,178565,21610,5679,2,#fed481
916,178566,21606,5334,2,#fed481
917,178567,21596,9193,2,#fed481
918,178569,21604,9556,5,#86cfa5
919,178570,21612,5106,2,#fed481
920,178575,21605,5520,1,#f98e52
921,178581,21623,5404,2,#fed481
922,178585,21599,8934,4,#d6ee9b
923,178586,21612,4910,2,#fed481
924,178587,21616,4943,2,#fed481
925,178591,21606,5163,2,#fed481
926,178592,21607,9064,4,#d6ee9b
927,178593,21606,9084,4,#d6ee9b
928,178596,21613,4786,2,#fed481
929,178600,21622,8802,4,#d6ee9b
930,178601,21612,8840,4,#d6ee9b
931,178603,21617,4984,2,#fed481
932,178607,21612,5267,2,#fed481
933,178608,21617,9583,5,#86cfa5
934,178611,21624,8654,4,#d6ee9b
935,178612,21618,8782,4,#d6ee9b
936,178614,21619,9165,4,#d6ee9b
937,178617,21615,5607,2,#fed481
938,178622,21617,5802,6,#3d95b8
939,178625,21619,9217,2,#fed481
940,178627,21613,9619,5,#86cfa5
941,178629,21622,5770,0,#dd4a4c
942,178630,21631,5319,2,#fed481
943,178631,21603,5729,0,#dd4a4c
944,178632,21634,9362,5,#86cfa5
945,178634,21639,8756,4,#d6ee9b
946,178635,21630,5027,1,#f98e52
947,178636,21630,5554,2,#fed481
948,178637,21635,8614,0,#dd4a4c
949,178638,21629,9086,4,#d6ee9b
950,178639,21643,9461,5,#86cfa5
951,178644,21645,5228,2,#fed481
952,178645,21634,5351,2,#fed481
953,178646,21633,8818,5,#86cfa5
954,178648,21626,4851,2,#fed481
955,178656,21618,8883,4,#d6ee9b
956,178659,21640,9027,4,#d6ee9b
957,178660,21635,9586,5,#86cfa5
958,178661,21637,5693,2,#fed481
959,178662,21647,8919,4,#d6ee9b
960,178668,21633,9048,4,#d6ee9b
961,178669,21623,9138,4,#d6ee9b
962,178672,21644,4888,2,#fed481
963,178673,21631,9110,5,#86cfa5
964,178677,21639,9180,4,#d6ee9b
965,178682,21637,8865,4,#d6ee9b
966,178685,21653,4991,2,#fed481
967,178693,21637,5653,2,#fed481
968,178698,21659,5571,0,#dd4a4c
969,178701,21663,8673,4,#d6ee9b
970,178707,21644,8977,2,#fed481
971,178709,21647,9389,5,#86cfa5
972,178712,21660,8885,4,#d6ee9b
973,178713,21657,9412,5,#86cfa5
974,178717,21660,5329,2,#fed481
975,178720,21656,5051,2,#fed481
976,178721,21664,5392,2,#fed481
977,178722,21657,8780,4,#d6ee9b
978,178726,21650,5180,2,#fed481
979,178727,21667,5720,2,#fed481
980,178729,21655,8962,4,#d6ee9b
981,178731,21659,9128,4,#d6ee9b
982,178732,21659,5469,2,#fed481
983,178734,21669,5689,2,#fed481
984,178736,21653,9548,5,#86cfa5
985,178740,21671,9173,4,#d6ee9b
986,178741,21666,4796,2,#fed481
987,178743,21670,5605,2,#fed481
988,178745,21672,9324,5,#86cfa5
989,178746,21680,5510,2,#fed481
990,178747,21656,8830,4,#d6ee9b
991,178750,21660,5764,2,#fed481
992,178751,21668,8856,4,#d6ee9b
993,178753,21671,5887,0,#dd4a4c
994,178756,21674,5425,2,#fed481
995,178761,21672,8945,4,#d6ee9b
996,178763,21669,4851,2,#fed481
997,178766,21659,4776,2,#fed481
998,178767,21675,8564,4,#d6ee9b
999,178770,21667,8637,4,#d6ee9b
1000,178773,21680,5033,2,#fed481
1001,178774,21685,8702,0,#dd4a4c
1002,178775,21676,8808,4,#d6ee9b
1003,178776,21677,9448,5,#86cfa5
1004,178788,21680,8892,4,#d6ee9b
1005,178791,21673,5651,6,#3d95b8
1006,178792,21682,5824,0,#dd4a4c
1007,178793,21682,8602,4,#d6ee9b
1008,178795,21678,5138,2,#fed481
1009,178796,21684,4886,2,#fed481
1010,178797,21685,5740,2,#fed481
1011,178798,21699,5942,0,#dd4a4c
1012,178800,21685,5289,2,#fed481
1013,178801,21686,9210,5,#86cfa5
1014,178803,21694,9467,5,#86cfa5
1015,178804,21686,5466,6,#3d95b8
1016,178806,21693,9156,5,#86cfa5
1017,178807,21690,9342,5,#86cfa5
1018,178810,21692,8967,4,#d6ee9b
1019,178812,21693,5783,4,#d6ee9b
1020,178814,21695,9296,5,#86cfa5
1021,178818,21697,5690,2,#fed481
1022,178819,21691,4999,2,#fed481
1023,178820,21685,5254,2,#fed481
1024,178821,21682,9009,2,#fed481
1025,178822,21695,5200,2,#fed481
1026,178824,21681,9505,5,#86cfa5
1027,178827,21699,8902,4,#d6ee9b
1028,178828,21691,9273,5,#86cfa5
1029,178829,21702,4824,2,#fed481
1030,178831,21691,5088,2,#fed481
1031,178836,21695,9420,5,#86cfa5
1032,178839,21698,5384,1,#f98e52
1033,178843,21718,8511,4,#d6ee9b
1034,178844,21705,8802,4,#d6ee9b
1035,178845,21710,8869,4,#d6ee9b
1036,178848,21693,8640,4,#d6ee9b
1037,178850,21697,5621,2,#fed481
1038,178854,21709,9440,5,#86cfa5
1039,178856,21705,5327,2,#fed481
1040,178857,21706,8688,4,#d6ee9b
1041,178858,21692,8926,4,#d6ee9b
1042,178861,21718,5751,2,#fed481
1043,178867,21705,9351,5,#86cfa5
1044,178870,21713,9390,5,#86cfa5
1045,178874,21713,8665,4,#d6ee9b
1046,178875,21728,5074,2,#fed481
1047,178877,21709,5593,2,#fed481
1048,178882,21727,8838,4,#d6ee9b
1049,178886,21722,5660,2,#fed481
1050,178887,21700,8735,0,#dd4a4c
1051,178888,21713,9326,5,#86cfa5
1052,178891,21725,5005,2,#fed481
1053,178892,21723,8788,4,#d6ee9b
1054,178895,21715,8559,5,#86cfa5
1055,178897,21718,9198,5,#86cfa5
1056,178898,21721,5890,6,#3d95b8
1057,178901,21725,5407,2,#fed481
1058,178903,21727,5983,0,#dd4a4c
1059,178904,21724,4948,2,#fed481
1060,178905,21720,5469,2,#fed481
1061,178906,21724,5811,0,#dd4a4c
1062,178907,21725,8933,4,#d6ee9b
1063,178908,21721,5196,2,#fed481
1064,178909,21723,5866,0,#dd4a4c
1065,178914,21741,5493,2,#fed481
1066,178917,21729,9410,5,#86cfa5
1067,178921,21732,9244,5,#86cfa5
1068,178926,21734,5725,2,#fed481
1069,178927,21726,8972,4,#d6ee9b
1070,178928,21720,9134,5,#86cfa5
1071,178933,21735,5517,2,#fed481
1072,178934,21730,8702,4,#d6ee9b
1073,178935,21732,9269,5,#86cfa5
1074,178937,21733,5915,0,#dd4a4c
1075,178938,21742,8439,4,#d6ee9b
1076,178939,21724,8887,4,#d6ee9b
1077,178940,21738,8905,4,#d6ee9b
1078,178941,21725,9005,4,#d6ee9b
1079,178943,21735,9364,5,#86cfa5
1080,178946,21740,5058,2,#fed481
1081,178947,21741,9318,5,#86cfa5
1082,178950,21735,5576,2,#fed481
1083,178951,21747,6005,0,#dd4a4c
1084,178952,21747,5043,2,#fed481
1085,178955,21751,6030,0,#dd4a4c
1086,178956,21751,8787,4,#d6ee9b
1087,178957,21734,5296,2,#fed481
1088,178959,21742,8621,4,#d6ee9b
1089,178963,21748,5614,2,#fed481
1090,178965,21745,8865,4,#d6ee9b
1091,178967,21755,8987,4,#d6ee9b
1092,178968,21744,4906,1,#f98e52
1093,178970,21767,5193,2,#fed481
1094,178972,21757,9242,5,#86cfa5
1095,178973,21747,4850,2,#fed481
1096,178976,21748,5674,2,#fed481
1097,178978,21758,4928,1,#f98e52
1098,178981,21777,5459,2,#fed481
1099,178982,21746,5847,0,#dd4a4c
1100,178984,21750,8820,4,#d6ee9b
1101,178985,21753,8949,4,#d6ee9b
1102,178987,21749,5787,2,#fed481
1103,178990,21764,5815,2,#fed481
1104,178991,21752,4994,2,#fed481
1105,178996,21760,5403,2,#fed481
1106,178998,21767,5696,1,#f98e52
1107,178999,21760,5884,0,#dd4a4c
1108,179004,21757,5148,2,#fed481
1109,179006,21771,8902,4,#d6ee9b
1110,179009,21760,9359,5,#86cfa5
1111,179010,21776,5511,2,#fed481
1112,179011,21753,5558,2,#fed481
1113,179020,21759,8644,4,#d6ee9b
1114,179023,21771,5757,2,#fed481
1115,179027,21765,9327,5,#86cfa5
1116,179028,21775,5110,1,#f98e52
1117,179029,21774,5644,2,#fed481
1118,179030,21752,9205,5,#86cfa5
1119,179034,21765,9127,5,#86cfa5
1120,179036,21761,5084,2,#fed481
1121,179038,21761,8530,4,#d6ee9b
1122,179040,21776,8707,4,#d6ee9b
1123,179045,21764,8754,4,#d6ee9b
1124,179047,21772,8816,4,#d6ee9b
1125,179048,21780,8939,4,#d6ee9b
1126,179049,21793,5309,2,#fed481
1127,179058,21779,4939,2,#fed481
1128,179061,21791,8504,0,#dd4a4c
1129,179062,21782,8994,4,#d6ee9b
1130,179063,21783,5218,2,#fed481
1131,179066,21785,4996,2,#fed481
1132,179067,21779,5581,2,#fed481
1133,179068,21791,8783,4,#d6ee9b
1134,179076,21783,8644,5,#86cfa5
1135,179077,21790,8829,4,#d6ee9b
1136,179079,21784,9288,5,#86cfa5
1137,179083,21802,5045,2,#fed481
1138,179084,21793,5539,2,#fed481
1139,179093,21770,5930,0,#dd4a4c
1140,179095,21796,6134,0,#dd4a4c
1141,179097,21769,5957,0,#dd4a4c
1142,179098,21801,6164,0,#dd4a4c
1143,179099,21794,9304,5,#86cfa5
1144,179106,21803,5643,2,#fed481
1145,179107,21789,5724,2,#fed481
1146,179108,21798,9128,5,#86cfa5
1147,179109,21795,6011,0,#dd4a4c
1148,179110,21782,6031,0,#dd4a4c
1149,179114,21813,8684,4,#d6ee9b
1150,179117,21806,6195,0,#dd4a4c
1151,179119,21799,9064,5,#86cfa5
1152,179120,21797,9252,5,#86cfa5
1153,179121,21800,5753,2,#fed481
1154,179123,21796,8593,4,#d6ee9b
1155,179124,21787,8878,2,#fed481
1156,179126,21810,5099,2,#fed481
1157,179131,21807,5002,2,#fed481
1158,179132,21796,8538,4,#d6ee9b
1159,179134,21804,5604,2,#fed481
1160,179137,21797,6068,0,#dd4a4c
1161,179138,21797,8923,4,#d6ee9b
1162,179140,21799,5682,2,#fed481
1163,179141,21810,5134,2,#fed481
1164,179144,21810,8850,2,#fed481
1165,179145,21806,8432,4,#d6ee9b
1166,179148,21804,5835,2,#fed481
1167,179149,21815,8481,4,#d6ee9b
1168,179150,21813,8661,4,#d6ee9b
1169,179156,21826,6148,0,#dd4a4c
1170,179157,21809,5246,2,#fed481
1171,179158,21824,5408,2,#fed481
1172,179161,21818,8798,4,#d6ee9b
1173,179162,21811,9222,5,#86cfa5
1174,179163,21813,9274,5,#86cfa5
1175,179166,21803,5285,2,#fed481
1176,179170,21815,5965,0,#dd4a4c
1177,179175,21816,5435,2,#fed481
1178,179176,21816,5912,2,#fed481
1179,179179,21818,5062,1,#f98e52
1180,179182,21828,4964,2,#fed481
1181,179184,21824,6216,0,#dd4a4c
1182,179185,21811,5780,2,#fed481
1183,179194,21823,5459,2,#fed481
1184,179197,21820,8628,4,#d6ee9b
1185,179198,21835,8564,4,#d6ee9b
1186,179200,21826,6252,0,#dd4a4c
1187,179206,21829,5645,2,#fed481
1188,179208,21821,8728,2,#fed481
1189,179210,21835,5258,2,#fed481
1190,179213,21844,5719,2,#fed481
1191,179216,21826,4923,2,#fed481
1192,179217,21834,9108,5,#86cfa5
1193,179220,21825,8888,2,#fed481
1194,179222,21834,5231,2,#fed481
1195,179223,21831,8771,4,#d6ee9b
1196,179224,21841,8333,4,#d6ee9b
1197,179229,21823,5811,2,#fed481
1198,179230,21834,6279,0,#dd4a4c
1199,179231,21838,8597,5,#86cfa5
1200,179232,21829,9237,5,#86cfa5
1201,179235,21833,5022,2,#fed481
1202,179237,21820,5329,2,#fed481
1203,179239,21834,5837,2,#fed481
1204,179242,21843,8814,4,#d6ee9b
1205,179243,21832,9022,5,#86cfa5
1206,179246,21839,5192,2,#fed481
1207,179248,21837,5998,2,#fed481
1208,179250,21854,5437,2,#fed481
